47540	1788	1300	
68164	12008	9408	
105060	17708	12784	
123992	22168	15744	
127960	26336	17416	
129392	28768	18164	
196520	30076	18704	
197672	31808	19464	
198568	33208	19948	
198796	33804	20096	
216244	35128	20372	
252752	38324	21952	
293728	46300	21976	
303456	51580	22400	
310624	59236	22400	
315744	54496	22568	
348512	65976	22568	
389472	81552	22568	
435552	97920	22568	
468320	112704	22568	
478560	119004	22572	
488804	131408	22600	
474468	127604	22600	
471396	136256	22600	
467300	145272	22600	
457060	142736	22600	
457956	147412	22616	
432356	128312	22616	
423140	123204	22616	
400740	109100	22616	
378212	91380	22616	
387524	84980	23180	
387524	87608	23300	
391596	88664	23900	
391788	89512	24236	
378476	81336	24236	
372332	77764	24236	
366060	72492	24236	
366060	73016	24280	
366060	73808	24284	
371308	77236	24316	
373356	80192	24316	
365164	73664	24316	
359020	68392	24568	
360044	69712	24760	
360044	69936	24768	
360352	71784	24944	
360972	72308	25364	
360972	74684	25512	
358796	70932	25512	
358796	72216	25596	
358924	73004	25596	
353804	69068	25596	
353804	69052	25596	
353804	69468	25768	
353804	70148	25768	
353804	70936	25768	
353804	71200	25780	
353804	72252	25960	
353804	72728	25968	
353804	73260	25968	
353804	73632	25968	
353904	74856	26188	
353776	75464	26420	
353904	76308	26444	
354032	77628	26444	
355056	77892	26444	
354928	77824	26444	
354928	77824	26444	
354928	77928	26528	
354928	78188	26532	
354928	78832	26556	
359024	82260	26556	
360048	81316	26556	
360048	81780	26560	
359984	81780	26564	
360048	81772	26564	
360048	81912	26568	
360176	82172	26568	
360176	82436	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82460	26568	
360048	82604	26580	
360048	82604	26580	
360048	82604	26580	
360048	82604	26580	
360048	82604	26580	
360048	82604	26580	
360048	82604	26580	
360048	82604	26580	
360048	82604	26580	
360048	82604	26580	
360048	82604	26580	
360048	82640	26612	
360048	82640	26612	
360048	82640	26612	
360048	82640	26612	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	82900	26624	
360048	83112	26664	
360048	83372	26664	
360048	83372	26664	
360048	83372	26664	
360048	83636	26688	
361072	84060	26688	
361072	84584	26688	
361072	85052	26688	
363120	85844	26728	
367216	89804	26728	
364144	87672	26728	
364144	87876	26748	
373364	88136	26748	
380532	95240	26748	
386680	89824	26748	
385528	90208	26748	
377460	91092	26756	
377460	91084	26756	
377460	91116	26780	
377460	91376	26780	
377460	92540	26788	
382580	98140	26788	
383476	94628	26788	
383604	94760	26824	
383604	94760	26824	
383604	94760	26824	
383604	94760	26824	
383604	94760	26824	
383604	94760	26824	
383604	94760	26824	
383604	94760	26824	
385652	95672	26844	
386676	96728	26844	
385652	95408	26844	
383604	95144	26844	
383604	95144	26844	
383604	95144	26844	
383604	95144	26844	
383604	95144	26844	
383604	96992	26848	
383604	89520	26852	
383604	89520	26852	
383604	89520	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89496	26852	
383604	89752	26868	
383604	90016	26872	
383604	90276	26928	
383604	90540	26928	
383604	91332	26928	
385652	92920	26936	
385652	91288	26936	
385652	92076	26936	
385652	92528	26964	
383604	91404	26964	
383604	91404	26964	
383604	91404	26964	
